,tweet_text,emotion_label
30284,,
30285,,
30286,,
30287,,
30288,,
30289,,
30290,,
30291,,
30292,,
30293,,
30294,,
30295,,
30296,,
30297,,
30298,,
30299,,
30300,,
30301,,
30302,,
30303,,
30304,,
30305,,
30306,,
30307,,
30308,,
30309,,
30310,,
30311,,
30312,,
30313,,
30314,,
30315,,
30316,,
30317,,
30318,,
30319,,
30320,,
30321,,
30322,,
30323,,
30324,,
30325,,
30326,,
30327,,
30328,,
30329,,
30330,,
30331,,
30332,,
30333,,
30334,,
30335,,
30336,,
30337,,
30338,,
30339,,
30340,,
30341,,
30342,,
30343,,
30344,,
30345,,
30346,,
30347,,
30348,,
30349,,
30350,,
30351,,
30352,,
30353,,
30354,,
30355,,
30356,,
30357,,
30358,,
30359,,
30360,,
30361,,
30362,,
30363,,
30364,,
30365,,
30366,,
30367,,
30368,,
30369,,
30370,,
30371,,
30372,,
30373,,
30374,,
30375,,
30376,,
30377,,
30378,,
30379,,
30380,,
30381,,
30382,,
30383,,
30384,,
30385,,
30386,,
30387,,
30388,,
30389,,
30390,,
30391,,
30392,,
30393,,
30394,,
30395,,
30396,,
30397,,
30398,,
30399,,
30400,,
30401,,
30402,,
30403,,
30404,,
30405,,
30406,,
30407,,
30408,,
30409,,
30410,,
30411,,
30412,,
30413,,
30414,,
30415,,
30416,,
30417,,
30418,,
30419,,
30420,,
30421,,
30422,,
30423,,
30424,,
30425,,
30426,,
30427,,
30428,,
30429,,
30430,,
30431,,
30432,,
30433,,
30434,,
30435,,
30436,,
30437,,
30438,,
30439,,
30440,,
30441,,
30442,,
30443,,
30444,,
30445,,
30446,,
30447,,
30448,,
30449,,
30450,,
30451,,
30452,,
30453,,
30454,,
30455,,
30456,,
30457,,
30458,,
30459,,
30460,,
30461,,
30462,,
30463,,
30464,,
30465,,
30466,,
30467,,
30468,,
30469,,
30470,,
30471,,
30472,,
30473,,
30474,,
30475,,
30476,,
30477,,
30478,,
30479,,
30480,,
30481,,
30482,,
30483,,
30484,,
30485,,
30486,,
30487,,
30488,,
30489,,
30490,,
30491,,
30492,,
30493,,
30494,,
30495,,
30496,,
30497,,
30498,,
30499,,
30500,,
30501,,
30502,,
30503,,
30504,,
30505,,
30506,,
30507,,
30508,,
30509,,
30510,,
30511,,
30512,,
30513,,
30514,,
30515,,
30516,,
30517,,
30518,,
30519,,
30520,,
30521,,
30522,,
30523,,
30524,,
30525,,
30526,,
30527,,
30528,,
30529,,
30530,,
30531,,
30532,,
30533,,
30534,,
30535,,
30536,,
30537,,
30538,,
30539,,
30540,,
30541,,
30542,,
30543,,
30544,,
30545,,
30546,,
30547,,
30548,,
30549,,
30550,,
30551,,
30552,,
30553,,
30554,,
30555,,
30556,,
30557,,
30558,,
30559,,
30560,,
30561,,
30562,,
30563,,
30564,,
30565,,
30566,,
30567,,
30568,,
30569,,
30570,,
30571,,
30572,,
30573,,
30574,,
30575,,
30576,,
30577,,
30578,,
30579,,
30580,,
30581,,
30582,,
30583,,
30584,,
30585,,
30586,,
30587,,
30588,,
30589,,
30590,,
30591,,
30592,,
30593,,
30594,,
30595,,
30596,,
30597,,
30598,,
30599,,
30600,,
30601,,
30602,,
30603,,
30604,,
30605,,
30606,,
30607,,
30608,,
30609,,
30610,,
30611,,
30612,,
30613,,
30614,,
30615,,
30616,,
30617,,
30618,,
30619,,
30620,,
30621,,
30622,,
30623,,
30624,,
30625,,
30626,,
30627,,
30628,,
30629,,
30630,,
30631,,
30632,,
30633,,
30634,,
30635,,
30636,,
30637,,
30638,,
30639,,
30640,,
30641,,
30642,,
30643,,
30644,,
30645,,
30646,,
30647,,
30648,,
30649,,
30650,,
30651,,
30652,,
30653,,
30654,,
30655,,
30656,,
30657,,
30658,,
30659,,
30660,,
30661,,
30662,,
30663,,
30664,,
30665,,
30666,,
30667,,
30668,,
30669,,
30670,,
30671,,
30672,,
30673,,
30674,,
30675,,
30676,,
30677,,
30678,,
30679,,
30680,,
30681,,
30682,,
30683,,
30684,,
30685,,
30686,,
30687,,
30688,,
30689,,
30690,,
30691,,
30692,,
30693,,
30694,,
30695,,
30696,,
30697,,
30698,,
30699,,
30700,,
30701,,
30702,,
30703,,
30704,,
30705,,
30706,,
30707,,
30708,,
30709,,
30710,,
30711,,
30712,,
30713,,
30714,,
30715,,
30716,,
30717,,
30718,,
30719,,
30720,,
30721,,
30722,,
30723,,
30724,,
30725,,
30726,,
30727,,
30728,,
30729,,
30730,,
30731,,
30732,,
30733,,
30734,,
30735,,
30736,,
30737,,
30738,,
30739,,
30740,,
30741,,
30742,,
30743,,
30744,,
30745,,
30746,,
30747,,
30748,,
30749,,
30750,,
30751,,
30752,,
30753,,
30754,,
30755,,
30756,,
30757,,
30758,,
30759,,
30760,,
30761,,
30762,,
30763,,
30764,,
30765,,
30766,,
30767,,
30768,,
30769,,
30770,,
30771,,
30772,,
30773,,
30774,,
30775,,
30776,,
30777,,
30778,,
30779,,
30780,,
30781,,
30782,,
30783,,
30784,,
30785,,
30786,,
30787,,
30788,,
30789,,
30790,,
30791,,
30792,,
30793,,
30794,,
30795,,
30796,,
30797,,
30798,,
30799,,
30800,,
30801,,
30802,,
30803,,
30804,,
30805,,
30806,,
30807,,
30808,,
30809,,
30810,,
30811,,
30812,,
30813,,
30814,,
30815,,
30816,,
30817,,
30818,,
30819,,
30820,,
30821,,
30822,,
30823,,
30824,,
30825,,
30826,,
30827,,
30828,,
30829,,
30830,,
30831,,
30832,,
30833,,
30834,,
30835,,
30836,,
30837,,
30838,,
30839,,
30840,,
30841,,
30842,,
30843,,
30844,,
30845,,
30846,,
30847,,
30848,,
30849,,
30850,,
30851,,
30852,,
30853,,
30854,,
30855,,
30856,,
30857,,
30858,,
30859,,
30860,,
30861,,
30862,,
30863,,
30864,,
30865,,
30866,,
30867,,
30868,,
30869,,
30870,,
30871,,
30872,,
30873,,
30874,,
30875,,
30876,,
30877,,
30878,,
30879,,
30880,,
30881,,
30882,,
30883,,
30884,,
30885,,
30886,,
30887,,
30888,,
30889,,
30890,,
30891,,
30892,,
30893,,
30894,,
30895,,
30896,,
30897,,
30898,,
30899,,
30900,,
30901,,
30902,,
30903,,
30904,,
30905,,
30906,,
30907,,
30908,,
30909,,
30910,,
30911,,
30912,,
30913,,
30914,,
30915,,
30916,,
30917,,
30918,,
30919,,
30920,,
30921,,
30922,,
30923,,
30924,,
30925,,
30926,,
30927,,
30928,,
30929,,
30930,,
30931,,
30932,,
30933,,
30934,,
30935,,
30936,,
30937,,
30938,,
30939,,
30940,,
30941,,
30942,,
30943,,
30944,,
30945,,
30946,,
30947,,
30948,,
30949,,
30950,,
30951,,
30952,,
30953,,
30954,,
30955,,
30956,,
30957,,
30958,,
30959,,
30960,,
30961,,
30962,,
30963,,
30964,,
30965,,
30966,,
30967,,
30968,,
30969,,
30970,,
30971,,
30972,,
30973,,
30974,,
30975,,
30976,,
30977,,
30978,,
30979,,
30980,,
30981,,
30982,,
30983,,
30984,,
30985,,
30986,,
30987,,
30988,,
30989,,
30990,,
30991,,
30992,,
30993,,
30994,,
30995,,
30996,,
30997,,
30998,,
30999,,
31000,,
31001,,
31002,,
31003,,
31004,,
31005,,
31006,,
31007,,
31008,,
31009,,
31010,,
31011,,
31012,,
31013,,
31014,,
31015,,
31016,,
31017,,
31018,,
31019,,
31020,,
31021,,
31022,,
31023,,
31024,,
31025,,
31026,,
31027,,
31028,,
31029,,
31030,,
31031,,
31032,,
31033,,
31034,,
31035,,
31036,,
31037,,
31038,,
31039,,
31040,,
31041,,
31042,,
31043,,
31044,,
31045,,
31046,,
31047,,
31048,,
31049,,
31050,,
31051,,
31052,,
31053,,
31054,,
31055,,
31056,,
31057,,
31058,,
31059,,
31060,,
31061,,
31062,,
31063,,
31064,,
31065,,
31066,,
31067,,
31068,,
31069,,
31070,,
31071,,
31072,,
31073,,
31074,,
31075,,
31076,,
31077,,
31078,,
31079,,
31080,,
31081,,
31082,,
31083,,
31084,,
31085,,
31086,,
31087,,
31088,,
31089,,
31090,,
31091,,
31092,,
31093,,
31094,,
31095,,
31096,,
31097,,
31098,,
31099,,
31100,,
31101,,
31102,,
31103,,
31104,,
31105,,
31106,,
31107,,
31108,,
31109,,
31110,,
31111,,
31112,,
31113,,
31114,,
31115,,
31116,,
31117,,
31118,,
31119,,
31120,,
31121,,
31122,,
31123,,
31124,,
31125,,
31126,,
31127,,
31128,,
31129,,
31130,,
31131,,
31132,,
31133,,
31134,,
31135,,
31136,,
31137,,
31138,,
31139,,
31140,,
31141,,
31142,,
31143,,
31144,,
31145,,
31146,,
31147,,
31148,,
31149,,
31150,,
31151,,
31152,,
31153,,
31154,,
31155,,
31156,,
31157,,
31158,,
31159,,
31160,,
31161,,
31162,,
31163,,
31164,,
31165,,
31166,,
31167,,
31168,,
31169,,
31170,,
31171,,
31172,,
31173,,
31174,,
31175,,
31176,,
31177,,
31178,,
31179,,
31180,,
31181,,
31182,,
31183,,
31184,,
31185,,
31186,,
31187,,
31188,,
31189,,
31190,,
31191,,
31192,,
31193,,
31194,,
31195,,
31196,,
31197,,
31198,,
31199,,
31200,,
31201,,
31202,,
31203,,
31204,,
31205,,
31206,,
31207,,
31208,,
31209,,
31210,,
31211,,
31212,,
31213,,
31214,,
31215,,
31216,,
31217,,
31218,,
31219,,
31220,,
31221,,
31222,,
31223,,
31224,,
31225,,
31226,,
31227,,
31228,,
31229,,
31230,,
31231,,
31232,,
31233,,
31234,,
31235,,
31236,,
31237,,
31238,,
31239,,
31240,,
31241,,
31242,,
31243,,
31244,,
31245,,
31246,,
31247,,
31248,,
31249,,
31250,,
31251,,
31252,,
31253,,
31254,,
31255,,
31256,,
31257,,
31258,,
31259,,
31260,,
31261,,
31262,,
31263,,
31264,,
31265,,
31266,,
31267,,
31268,,
31269,,
31270,,
31271,,
31272,,
31273,,
31274,,
31275,,
31276,,
31277,,
31278,,
31279,,
31280,,
31281,,
31282,,
31283,,
31284,,
31285,,
31286,,
31287,,
31288,,
31289,,
31290,,
31291,,
31292,,
31293,,
31294,,
31295,,
31296,,
31297,,
31298,,
31299,,
31300,,
31301,,
31302,,
31303,,
31304,,
31305,,
31306,,
31307,,
31308,,
31309,,
31310,,
31311,,
31312,,
31313,,
31314,,
31315,,
31316,,
31317,,
31318,,
31319,,
31320,,
31321,,
31322,,
31323,,
31324,,
31325,,
31326,,
31327,,
31328,,
31329,,
31330,,
31331,,
31332,,
31333,,
31334,,
31335,,
31336,,
31337,,
31338,,
31339,,
31340,,
31341,,
31342,,
31343,,
31344,,
31345,,
31346,,
31347,,
31348,,
31349,,
31350,,
31351,,
31352,,
31353,,
31354,,
31355,,
31356,,
31357,,
31358,,
31359,,
31360,,
31361,,
31362,,
31363,,
31364,,
31365,,
31366,,
31367,,
31368,,
31369,,
31370,,
31371,,
31372,,
31373,,
31374,,
31375,,
31376,,
31377,,
31378,,
31379,,
31380,,
31381,,
31382,,
31383,,
31384,,
31385,,
31386,,
31387,,
31388,,
31389,,
31390,,
31391,,
31392,,
31393,,
31394,,
31395,,
31396,,
31397,,
31398,,
31399,,
31400,,
31401,,
31402,,
31403,,
31404,,
31405,,
31406,,
31407,,
31408,,
31409,,
31410,,
31411,,
31412,,
31413,,
31414,,
31415,,
31416,,
31417,,
31418,,
31419,,
31420,,
31421,,
31422,,
31423,,
31424,,
31425,,
31426,,
31427,,
31428,,
31429,,
31430,,
31431,,
31432,,
31433,,
31434,,
31435,,
31436,,
31437,,
31438,,
31439,,
31440,,
31441,,
31442,,
31443,,
31444,,
31445,,
31446,,
31447,,
31448,,
31449,,
31450,,
31451,,
31452,,
31453,,
31454,,
31455,,
31456,,
31457,,
31458,,
31459,,
31460,,
31461,,
31462,,
31463,,
31464,,
31465,,
31466,,
31467,,
31468,,
31469,,
31470,,
31471,,
31472,,
31473,,
31474,,
31475,,
31476,,
31477,,
31478,,
31479,,
31480,,
31481,,
31482,,
31483,,
31484,,
31485,,
31486,,
31487,,
31488,,
31489,,
31490,,
31491,,
31492,,
31493,,
31494,,
31495,,
31496,,
31497,,
31498,,
31499,,
31500,,
31501,,
31502,,
31503,,
31504,,
31505,,
31506,,
31507,,
31508,,
31509,,
31510,,
31511,,
31512,,
31513,,
31514,,
31515,,
31516,,
31517,,
31518,,
31519,,
31520,,
31521,,
31522,,
31523,,
31524,,
31525,,
31526,,
31527,,
31528,,
31529,,
31530,,
31531,,
31532,,
31533,,
31534,,
31535,,
31536,,
31537,,
31538,,
31539,,
31540,,
31541,,
31542,,
31543,,
31544,,
31545,,
31546,,
31547,,
31548,,
31549,,
31550,,
31551,,
31552,,
31553,,
31554,,
31555,,
31556,,
31557,,
31558,,
31559,,
31560,,
31561,,
31562,,
31563,,
31564,,
31565,,
31566,,
31567,,
31568,,
31569,,
31570,,
31571,,
31572,,
31573,,
31574,,
31575,,
31576,,
31577,,
31578,,
31579,,
31580,,
31581,,
31582,,
31583,,
31584,,
31585,,
31586,,
31587,,
31588,,
31589,,
31590,,
31591,,
31592,,
31593,,
31594,,
31595,,
31596,,
31597,,
31598,,
31599,,
31600,,
31601,,
31602,,
31603,,
31604,,
31605,,
31606,,
31607,,
31608,,
31609,,
31610,,
31611,,
31612,,
31613,,
31614,,
31615,,
31616,,
31617,,
31618,,
31619,,
31620,,
31621,,
31622,,
31623,,
31624,,
31625,,
31626,,
31627,,
31628,,
31629,,
31630,,
31631,,
31632,,
31633,,
31634,,
31635,,
31636,,
31637,,
31638,,
31639,,
31640,,
31641,,
31642,,
31643,,
31644,,
31645,,
31646,is in school  But they haven't blocked twitter yet ;) ;p he he Can't wait for Diana's album!!,17.0
31647,looks like i'm gonna do overtime today,6.0
31648,@jennima Me too. Staring flu + Monday + unbelievably sore shoulders/neck = NOT good.,13.0
31649,@MandyHowerton that's making me tear up.,26.0
31650,"Morning tweeple, hope everyones Monday is as great as mine!",20.0
31651,@ErinMabe I can't sleep either... very sick this evening...,13.0
31652,needs to go home,3.0
31653,not feeling well,8.0
31654,has to go home and let the gasman fix her heater  grrrr,2.0
31655,Have to leave at 8 tomorrow morning...,3.0
31656,my back is KILLING me,13.0
31657,@chavie101 lol if only it was just a pact...then my throat wouldn't hurt so much,1.0
31658,@Bklyncookie omg all the LA bad weather aura is trickling into the Bay Area!!  [closes all LA-people windows!],13.0
31659,"ga, so busy i don't even have time to tweet!!! not a good day....",6.0
31660,Rehearsal for our musical all dayy  SO TIRED!,13.0
31661,Car broken,13.0
31662,"Also, if you left a message on the contact page before 2AM CST we didn't get it.  Oops",16.0
31663,@Doyleyx....@debbie_jean!! Hey ladies! im bored....ignoring revision and twittering instead! haha miss u both  xxxxxxxxxxxxxxxxxxx,17.0
31664,@adlantis  Clean Me!,3.0
31665,@tweetchild  Clean Me!,3.0
31666,@chromachris  Clean Me!,3.0
31667,@reatlas  Clean Me!,3.0
31668,@richstyles  Clean Me!,3.0
31669,@eDTGCa  Clean Me!,3.0
31670,@SRBMALIK  Clean Me!,3.0
31671,@anggiemoy  Clean Me!,3.0
31672,@bjwheeler_2  Clean Me!,3.0
31673,@astrid35  Clean Me!,3.0
31674,@mikead  Clean Me!,3.0
31675,@bridgettegreen  Clean Me!,3.0
31676,feeling a bit under the weather.,13.0
31677,@joshtastic1 i no they judging me,13.0
31678,"More pain, eh? Balls",2.0
31679,has 5 hours left of her bday!,0.0
31680,I am packing my beautiful house for moving next week. Never again. How much junk do you keep that you never use.,3.0
31681,Just had a minor disagreement with Eoghan Quigg's music teacher on Irish radio,2.0
31682,i need some johnsons,8.0
31683,I am so bord LOL food teck  wish I was in Italy LOL so be out there,8.0
31684,"is wondering what chris is doing today and when he does back to uni, he is missing him",26.0
31685,"@isseygiltrow its horrible, you'll see it today  xx",13.0
31686,back to college time,3.0
31687,@juliesensei yes I am! under Jennifer P.T. Lee - had to add the middle initials because there are tons others.,27.0
31688,rite....i'm off......gota try and finish this assignment before it's vue in.....no lunch for me,3.0
31689,@caspiansmith thanks .. I really need to get my head into study mode! I get the feeling the CISM is easier than the CISA so far,15.0
31690,"I think if I didn't have my computer, I would never talk to any of my friends, god... what happened to me  I became so lame.",23.0
31691,@Hollywood_Trey goooood my bestfriend's gna be here in the morning... stupid excited.. I hit u up like 5 times yesterday wit no reply,13.0
31692,The sound of kitty indigestion is scary. It sounds like puking up roosters or something. Yes I have a sick kitteh.,11.0
31693,"Gad damn it, just poured coffee on my WHITE top",2.0
31694,Will I ever solve this puzzle of my life? Pieceing it together is so hard... I'm so confused.,6.0
31695,Man its so HOT in mumbai !,3.0
31696,the farewell party for the graduating class of 2009 has been postponed,7.0
31697,"Looks like I have to wait even longer until I get my tripods, the site states back ordered  Gutted",7.0
31698,has crappy internet again,3.0
31699,A bit more jetlagged than usual,3.0
31700,On my way into the dreaded college to catch up on work that should have been finished long ago,13.0
31701,Zend_XmlRpc_Server is really picky... Started the DocBlock with /* instead of /** and got &quot;calling params...&quot; error all the time,2.0
31702,I hate it when United lose,2.0
31703,Just set my alarm and realized that it's going to go off in less than 4 hours.,9.0
31704,I got a job and now I want to quit it run the shop.  I have to type up a letter tonight.,6.0
31705,@ook @ook I'd love to have a pint and catch up! Depends on time. I have to work at 10:30 tonight  Hea..just saw your location!,8.0
31706,should finished the unfinish paperworks today... approx. 3 hours to finish all of that.,3.0
31707,@Schofe Frightening hair indeed! Have you any pics from 2002-3 Test the Nation? With me in them? Have none.,27.0
31708,@nicolerichie http://twitpic.com/2s5lf - i want your puppies,8.0
31709,My last day off before back to school,7.0
31710,I fell off my board...  I ripped my pants...,13.0
31711,At school after holidays,27.0
31712,"Just walked in the door from work, taking care of sick Mum &amp; making dinner for Dad. What a mad day!  Now onto my own chores and paperwork",0.0
31713,Laying in bed hot and uncomfy,13.0
31714,"@duskyazure Ok now, but i've had the flu for the last couple of days",13.0
31715,@flyinfoxymama Sorry you can't sleep yet.  Do you have today off?,13.0
31716,"glad there is no school today, shame back tomorrow thoughh",23.0
31717,"@MCNutters Lucky!! Unfortunately school is just starting back for me, Im just finishing a 2 week break!",7.0
31718,"@blakeatvoda Pete elbowed me in the face yesterday. My teeth hurt and can't bite down on right hand side, and am told me face is swollen",13.0
31719,"glad the boss is out this week, but not glad that I have all his work to do too",27.0
31720,Buying a new damn iphone tom. Waaaaaaaaaah,8.0
31721,@ryancarson i wish  hopefully next year.,8.0
31722,@metropol247 You're mean. I don't like you any more.,2.0
31723,ha i only just got up . erm i think college is a miss today?!,27.0
31724,First day back at school....  Boring. Funny. Exiting. Disy. Informitive. Scary.Tiring. Energetic - The normal School day.,27.0
31725,"@searchjaunt yes, i know",27.0
31726,Came back from jog.. Sore,13.0
31727,iam sad i forgot my passwold on my twitter,23.0
31728,"Blue sky, sun shining and I'm stuck in the office",7.0
31729,@aberro It's already as hot as balls here. It might as well be summer break,3.0
31730,@ASOS_Ilana VERY interested!!! (can't DM as you're not following me  ),8.0
31731,@ASOS_Julia I've been tweeting a fair bit.. sod all else to do as my group cancelled POO !!,3.0
31732,does not know what to do or how to do it.  http://plurk.com/p/p4wt3,6.0
31733,Been 4 a run. Little man back at school. House very quiet &amp; tidy. Bummer,23.0
31734,I feel so ill  think im coming down with flu or something.,13.0
31735,"@vesula Hello you, glorious isn't it? But yes, immensely sad news. The world is a poorer place without him.",23.0
31736,"cant sleep, my leg is not very tolerable... ouchie",13.0
31737,Is anyone in the library? I just realised that I'm a penless fool,6.0
31738,feelin a bit anxious today,9.0
31739,@Sasha_xx yeah but was just making sure lolm and nowt sat at college bored  wbu?,3.0
31740,Right now is when i need my @jonasbrothers playlist most .,8.0
31741,dont fuck with platypi..... they fuck back....,2.0
31742,Waved goodbye to friend going back to Australia this morning,23.0
31743,@goyuuki yey!!! I am glad.... I hope you will be much happier now... it makes me sad reading your updates,23.0
31744,Just pulled my back walking and yelped like a wounded puppy. Im in sooo much pain,13.0
31745,"@aswang also, I'm sad to say that I've been watching the oxford comma die a slow death in technical writing already.",23.0
31746,"showered, shaved and shampooed - ready for action!  Still a few hours away though",20.0
31747,@DrErotnik Craig regularly puts ten sugars in his hot chocolate. I don't let him make hot chocolate anymore.,2.0
31748,Each time I update Notepad++ it drops certain plugins due to compat issues. I'm just gonna have regular Notepad in a few updates time,3.0
31749,@stephenfry youch! Good luck. I had one of those a couple of months ago,0.0
31750,@alhpixie sucks when u cnt sleep.,23.0
31751,Got woken up because of the phone! I will have 2try 2enjoy my last day before I go back 2uni 2morrow,3.0
31752,"@balkanbeat yeah, fine, but they may keep him in a couple of days",9.0
31753,Crappy weather !! woke up to rain! but its boiling !!,3.0
31754,"walked for 2 Km's, waited 2.5 hrs for the cab to come n take me to my office!!  Now i m soo tired n sleepy after lunch!!",13.0
31755,@stephenfry Have appt this afternoon for dentist to try and sort out the mess that is a crown which fell out over Easter.,3.0
31756,Is not as in love with her art project as she should be,3.0
31757,@angelroxy I have a blocked ear. It's really annoying me  figured you should know LOL,3.0
31758,Ordered the wrong edition of a cocoa programming book I was buying.  Its a 2003 version. Got to go to the post office &amp; return it.  Work,6.0
31759,@stephenfry You're so brave! x My poor mum had a crown break at the front yesterday.  She won't open her mouth to speak to anyone,0.0
31760,i av got a cold an needs a cwtch !!!!!  x,8.0
31761,It's gonna be a loooooong day in the office if the weather is as good as yesterday,3.0
31762,Looking for a room to rent in swindon and wanting to cry,23.0
31763,@Starbucks By the way ... I'm totally jealous that SB NZ doesn't do half the stuff that America does   We don't even have SB's cards yet!!,7.0
31764,Back at work again  Only two weeks til the next batch of undergrads :p,27.0
31765,@katellora that's so fucking shit man,23.0
31766,"i wish it was still weekend , the weather is beautiful again and i want to spend the day outside but i have to work",23.0
31767,"@MariahCarey I'm having trouble sleeping too   I loved Crybaby, where is Damizza?",27.0
31768,Off work ill - think I've got food poisoning! - scorching day outside too!,13.0
31769,@chrissst hunger hurts but starving works tin..i kiss chocolate goodbye from now on,23.0
31770,"Yet another gorgeous day. And yet again I'm stuck in wrk all day!  God, I hate Mondays...",2.0
31771,@BrandiHeyy brendi u are in rome with miley that's awsome....i'm italian...but i don't have the ticket i'm so sad,23.0
31772,Damn it ! Back in work....and it's far too nice to be stuck in doors,2.0
31773,Another day of work,3.0
31774,"has woken up feeling like crap,so is going back to bed for a while",13.0
31775,@MariahCarey v proud of u! gotta keep in shape ey? it hurts but DAYEM is it worth it! i have wog genes so i have 2 gym a lot 2  waaa!!,13.0
31776,@Schofe What can I say... Absolutely fantastic. Shame I'm gonna miss the show!  Bloody Virgin Trains...grrrrrrr!,7.0
31777,my ipod deleted itself,13.0
31778,@carewcha it took me a week to lose that damned song when I first saw that episode...now it's back,3.0
31779,"Wow Another cloudy, rainy, slightly cold day. Luckily for us, we've got plenty of wood bricks for the stove! And alas, Felix's funnel on",27.0
31780,Raining....again   I think we have had enough!,2.0
31781,"@harsha_rao not sure about the chat, but status updates are here.. though no commenting on them  deck'",27.0
31782,"Really have to get my butt in gear and get this work done, but its so hard when it's such a nice day",3.0
31783,@Cat_W just about. Suffering from whiplash,13.0
31784,It's far too warm outside to be at work!,2.0
31785,@Suuwziej With disturbing mental images.,11.0
31786,arrghhhh paperwork,2.0
31787,@Jennymac22 it is a long way away,27.0
31788,@dinidu that bad eh?,27.0
31789,@trendplanner link not working   try using http://tr.im/,3.0
31790,I'm not gonna lie - it's a HOT day in Africa!,27.0
31791,"No @agrajagthetesty or @kohvacs in English, @tinylittlepixie isn't in today... Am I going to be all alone at break/lunch?",23.0
31792,Sleppless with a ear ache,13.0
31793,"@harsha_rao not sure about the chat, but status updates are here.. though no commenting on them  deck's still got some way to go..",27.0
31794,"CANNOT WAIT FOR THIS SEMESTER TO END, LET IT BE OVVAAAH. Please.",8.0
31795,"Feel so stupid, left my purse at home today, so no money or food for me",23.0
31796,,
31797,,
31798,,
31799,,
31800,,
31801,,
31802,,
31803,,
31804,,
31805,,
31806,,
31807,,
31808,,
31809,,
31810,,
31811,,
31812,,
31813,,
31814,,
31815,,
31816,,
31817,,
31818,,
31819,,
31820,,
31821,,
31822,,
31823,,
31824,,
31825,,
31826,,
31827,,
31828,,
31829,,
31830,,
31831,,
31832,,
31833,,
31834,,
31835,,
31836,,
31837,,
31838,,
31839,,
31840,,
31841,,
31842,,
31843,,
31844,,
31845,,
31846,,
31847,,
31848,,
31849,,
31850,,
31851,,
31852,,
31853,,
31854,,
31855,,
31856,,
31857,,
31858,,
31859,,
31860,,
31861,,
31862,,
31863,,
31864,,
31865,,
31866,,
31867,,
31868,,
31869,,
31870,,
31871,,
31872,,
31873,,
31874,,
31875,,
31876,,
31877,,
31878,,
31879,,
31880,,
31881,,
31882,,
31883,,
31884,,
31885,,
31886,,
31887,,
31888,,
31889,,
31890,,
31891,,
31892,,
31893,,
31894,,
31895,,
31896,,
31897,,
31898,,
31899,,
31900,,
31901,,
31902,,
31903,,
31904,,
31905,,
31906,,
31907,,
31908,,
31909,,
31910,,
31911,,
31912,,
31913,,
31914,,
31915,,
31916,,
31917,,
31918,,
31919,,
31920,,
31921,,
31922,,
31923,,
31924,,
31925,,
31926,,
31927,,
31928,,
31929,,
31930,,
31931,,
31932,,
31933,,
31934,,
31935,,
31936,,
31937,,
31938,,
31939,,
31940,,
31941,,
31942,,
31943,,
31944,,
31945,,
31946,,
31947,,
31948,,
31949,,
31950,,
31951,,
31952,,
31953,,
31954,,
31955,,
31956,,
31957,,
31958,,
31959,,
31960,,
31961,,
31962,,
31963,,
31964,,
31965,,
31966,,
31967,,
31968,,
31969,,
31970,,
31971,,
31972,,
31973,,
31974,,
31975,,
31976,,
31977,,
31978,,
31979,,
31980,,
31981,,
31982,,
31983,,
31984,,
31985,,
31986,,
31987,,
31988,,
31989,,
31990,,
31991,,
31992,,
31993,,
31994,,
31995,,
31996,,
31997,,
31998,,
31999,,
32000,,
32001,,
32002,,
32003,,
32004,,
32005,,
32006,,
32007,,
32008,,
32009,,
32010,,
32011,,
32012,,
32013,,
32014,,
32015,,
32016,,
32017,,
32018,,
32019,,
32020,,
32021,,
32022,,
32023,,
32024,,
32025,,
32026,,
32027,,
32028,,
32029,,
32030,,
32031,,
32032,,
32033,,
32034,,
32035,,
32036,,
32037,,
32038,,
32039,,
32040,,
32041,,
32042,,
32043,,
32044,,
32045,,
32046,,
32047,,
32048,,
32049,,
32050,,
32051,,
32052,,
32053,,
32054,,
32055,,
32056,,
32057,,
32058,,
32059,,
32060,,
32061,,
32062,,
32063,,
32064,,
32065,,
32066,,
32067,,
32068,,
32069,,
32070,,
32071,,
32072,,
32073,,
32074,,
32075,,
32076,,
32077,,
32078,,
32079,,
32080,,
32081,,
32082,,
32083,,
32084,,
32085,,
32086,,
32087,,
32088,,
32089,,
32090,,
32091,,
32092,,
32093,,
32094,,
32095,,
32096,,
32097,,
32098,,
32099,,
32100,,
32101,,
32102,,
32103,,
32104,,
32105,,
32106,,
32107,,
32108,,
32109,,
32110,,
32111,,
32112,,
32113,,
32114,,
32115,,
32116,,
32117,,
32118,,
32119,,
32120,,
32121,,
32122,,
32123,,
32124,,
32125,,
32126,,
32127,,
32128,,
32129,,
32130,,
32131,,
32132,,
32133,,
32134,,
32135,,
32136,,
32137,,
32138,,
32139,,
32140,,
32141,,
32142,,
32143,,
32144,,
32145,,
32146,,
32147,,
32148,,
32149,,
32150,,
32151,,
32152,,
32153,,
32154,,
32155,,
32156,,
32157,,
32158,,
32159,,
32160,,
32161,,
32162,,
32163,,
32164,,
32165,,
32166,,
32167,,
32168,,
32169,,
32170,,
32171,,
32172,,
32173,,
32174,,
32175,,
32176,,
32177,,
32178,,
32179,,
32180,,
32181,,
32182,,
32183,,
32184,,
32185,,
32186,,
32187,,
32188,,
32189,,
32190,,
32191,,
32192,,
32193,,
32194,,
32195,,
32196,,
32197,,
32198,,
32199,,
32200,,
32201,,
32202,,
32203,,
